aaaa,аааа：ああああ
kiriakos,кіріакос：キリアコス（人名）
kiriakides,кіріакідес：キリアキデス
kiriarkhalnyy,кіріархальний：キリアーカルな
kirikesh,кірікеш：キリケシュ
kiril,кіріл：キリル
kirila,кіріла：キリルの
kirill,кірілл：キリル（人名）
kirilla,кірілла：キリル
kirilom,кірілом：キリル（人名・造格）
kiriye,кіріє：キリエ
kiselitse,кіселіце：酸漿属
kisy,кіси：キシ
kiske,кіске：キシケ
kismayo,кісмайо：キスマヨ
kismet,кісмет：運命
kiso,кісо：キソ
kiss,кісс：キス（人名）
kisslinh,кісслінг：キスリング（人名）
kistlyava,кістлява：骨の多い
kistoznyy,кістозний：嚢胞性の
kistochkovi,кісточкові：核果類の
kistyakovyy,кістяковий：骨格の
kistyanka,кістянка：核果
kisumu,кісуму：キスム
kisyelova,кісєльова：キセリョーワ（人名）
kita,кіта：キタ
kitab,кітаб：書物
kitabatake,кітабатаке：北畠
kitabkhanyy,кітабханий：図書館の
kitakyusyu,кітакюсю：北九州
kitvytsya,кітвиця：キトヴィツァ
kity,кіти：猫
kitka,кітка：キトカ
kitkyy,кіткий：鯨の
kitl,кітл：ボイラー
kitlo,кітло：大釜
kitlovyna,"кітловина：くぼ地,窪地"
kitniss,кітнісс：キャットニス
kitom,кітом：猫（造格）
kiton,кітон：ケトン
kitonom,кітоном：ケトンで
kitchevyy,кітчевий：キッチュな
kitinh,кітінг：キーティング
kif,"кіф：キフ,麻薬"
kifa,кіфа：ケファ
kifared,кіфаред：竪琴奏者
kifoz,кіфоз：後弯症
kiche,кіче：キッチュ
kichevyy,кічевий：キッチュの
kichenok,кіченок：子猫
kichkasu,кічкасу：キチカス
kichovyy,кічовий：キッチュな
kishkovo,кішково：キショヴォ
kiyashakhr,кіяшахр：キヤシャフル
kiye,кіє：キエフ（古称）
kiir,кіір：キール
kg,кґ：キログラム（略）
l,л：リットル
la,ла：ラ
lab,лаб：研究室
laba,лаба：ラバ
labazyuk,лабазюк：ラバジュク
labaki,лабакі：ラバキ
laban,лабан：ラバン
labat,лабат：ラバト（人名）
labaty,лабати：ラバティ
labafa,лабафа：ラバファ
labeo,лабео：ラベオ（魚）
labet,лабет：砲架
labza,лабза：ラブザ
labytnanhi,лабитнангі：ラビトナンギ（地名）
laboratoryy,лаборатории：研究室
laboratoryya,лаборатория：研究室（ロシア語）
laboratorno,лабораторно：実験室で
laborets,лаборець：ラボレツ
labuda,лабуда：アカザ(植物)
labune,лабуне：ラブーネ
laburdonne,лабурдонне：ラブルドネ
labuten,лабутен：ルブタン
labutenakh,лабутенах：ルブタン
labuteny,лабутени：ルブタン
labukh,лабух：ミュージシャン
labtsentr,лабцентр：検査センター \ 研究センター
labialnyy,лабіальний：唇音の
labializovanyy,лабіалізований：唇音化された
labilnyy,лабільний：不安定な
labilnist,лабільність：不安定性
labinskyy,лабінський：ラビンスクの
labiovelyarnyy,лабіовелярний：唇軟口蓋の
labiryntnyy,лабіринтний：迷路の
labiryntovi,лабіринтові：迷路の
labishyn,лабішин：ラビシン
lavalle,лавалле：ラヴァル
lavan,лаван：ラヴァン
lavandevil,лавандевіл：ラヴァンデヴィル
lavdzhoy,лавджой：ラブジョイ
lavdzhoya,лавджоя：ラブジョイ
lave,лаве：ラヴェ
lavessi,лавессі：ラヴェッシ（人名）
lavynonebezpeky,лавинонебезпеки：雪崩危険
lavynonebezpechnyy,лавинонебезпечний：雪崩の危険がある
lavynonebezpechno,лавинонебезпечно：雪崩危険
lavynopodibno,лавиноподібно：雪崩のように
lavkrafta,лавкрафта：ラヴクラフト
lavkraftivskyy,лавкрафтівський：ラヴクラフト的
lavleys,лавлейс：ラブレース
lavnyy,лавний：溶岩の
lavnyk,лавник：陪審員
lavopodibnyy,лавоподібний：雪崩状の
lavochnyk,лавочник：商人(ロシア語) \ 小商人
lavrak,лаврак：スズキ
lavreat,лавреат：受賞者
lavreatka,лавреатка：女性受賞者
lavreatkyy,лавреаткий：受賞者の \ 受賞者の（誤記）
lavrenova,лавреньова：ラヴレニョワ（人名）
lavrovi,лаврові：クスノキ科の
lavrivskoho,лаврівського：ラヴリフスキーの
lavchyna,лавчина：ラヴチナ
lavin,лавін：雪崩
lavinh,лавінг：ラヴィング
lavin,лавінь：雪崩
lavis,лавіс：ラヴィス
lavgud,лавґуд：ラヴグッド
lahard,лагард：ラガルド
lahash,лагаш：ラガシュ
lahasha,лагаша：ラガシュ
laher,лагер：ラガー \ ラーゲル \ 収容所
lahere,лагере：収容所 \ 収容所（前置格）
laherey,лагерей：収容所
laheryy,лагерий：キャンプの
lahernyy,лагерний：キャンプの
lahero,лагеро：収容所
laherfeld,лагерфельд：ラガーフェルド（人名）
laherfelda,лагерфельда：ラーガーフェルド
laher,лагерь：収容所（ロシア語）
laherya,лагеря：収容所
laheri,лагері：収容所(複数形)
lahman,лагман：ラグマン
lahod,лагодь：和合
lahos,лагос：ラゴス（地名）
lahosa,лагоса：ラゴス
lahosu,лагосу：ラゴス（地名・属格）
lahpunkt,лагпункт：収容所支所
lahranzhian,лагранжіан：ラグランジアン
lahranzhiv,лагранжів：ラグランジュの
lahunnyy,лагунний：ラグーンの
lahunovyy,лагуновий：ラグーンの
lahidnishe,лагідніше：より優しく
lada,лада：ラーダ
ladakkh,ладакх：ラダック
ladakkhu,ладакху：ラダック
ladannyy,ладанний：乳香の
ladd,ладд：LADD（略語）
ladd,ладдь：船
laddya,ладдя：ラッディア
laddi,ладді：ラッディ
ladelf,ладельф：ラーデルフ
ladzitse,ладзіце：ラジツェ
ladykom,ладиком：小舟で
ladynskyy,ладинський：ラディンスキーの
ladyslav,ладислав：ラディスラフ（人名）
ladky,ладки：調和して
ladnenkyy,ладненький：かわいらしい
ladnenko,"ладненько：よろしい,いいよ"
ladno,ладно：よし（ロシア語）
ladoha,ладога：ラドガ湖
ladon,ладон：ラドン
ladona,ладона：手のひら
laduvannya,ладування：積載
laduvaty,ладувати：調整する
ladunok,ладунок：荷物
ladya,ладья：城（チェス） \ 戦車(チェス)
ladino,ладіно：ラディーノ
ladislav,ладіслав：ラディスラフ
lae,лае：ラエ
lazhaty,лажати：台無しにする（俗語）
lazhesh,лажеш：でたらめを言う
lazanka,лазанка：ラザンカ
lazannya,лазання：登ること
lazanya,лазанья：ラザニア
lazarevskyy,лазаревский：ラザレフスキー（ロシア語）
lazarevskyy,лазаревський：ラザレフスキーの
lazarevskym,лазаревським：ラザレフスキーの
lazarevskykh,лазаревських：ラザレフの
lazarevskoho,лазаревського：ラザレフスキーの
lazarevskomu,лазаревському：ラザレフスコエの
lazarenkivskyy,лазаренківський：ラザレンキフスキーの
lazaro,лазаро：ラザロ(人名)
lazarusa,лазаруса：ラザロ（所有格）
lazaryana,лазаряна：ラザリャナ
lazaty,лазати：登る
lazenka,лазенька：浴室（指小形）
lazeroterapiya,лазеротерапія：レーザー治療
lazertah,лазертаг：レーザータグ
lazertahty,лазертагти：レーザータグをする
lazych,лазич：ラジチ(人名)
lazlo,лазло：ラズロ
laznyk,лазник：浴場
laznychka,лазничка：浴場
laznyuk,лазнюк：ラズニュク（人名）
lazovych,лазович：ラゾヴィチ
lazovskoho,лазовського：ラゾフスキー
lazoryshynets,лазоришинець：ラゾリシン出身者
lazurevyy,лазуревий：アズールの
lazurytovyy,лазуритовий：ラピスラズリ色の
lazyachyy,лазячий：登る
layam,лайам：ライアム
layv,лайв：ライブ
layda,лайда：ライダ
layk,лайк：いいね
laykaty,лайкати：いいねする
laykens,лайкенс：ライケンス
layknuty,лайкнути：いいねする（重複）
laykominh,лайкомінг：ライカミング
laykra,лайкра：ライクラ \ ライクラ（商標）
layl,лайл：ライル（固有名詞）
layls,лайлс：ライルズ
laym,лайм：ライム
laymdota,лаймдота：ライムドタ
laymovyy,лаймовий：ライムの
